supplier_type,supplier_id,su_name,sto,own_state,assigned_hub,total_vol,direct_vol,pct_direct,ifr_direct,ifr_local,ifr_lift,del_direct,del_local,del_lift,avg_gain_direct
nonconstrained,360540,dongyangshixinxianyangdianzishangwuyouxiangongsi KY 40218,APS Rugs,KY,EAST LOUISVILLE,3023,231,0.07641415812107179,0.9956709956709955,0.8805154236626327,0.1151555720083628,0.9480519480519481,0.7961733697774297,0.15187857827451845,0.8516221633598593
nonconstrained,25882,Dillon and Daria's Design LLC,Soft Home,DE,NEW CASTLE,2666,229,0.08589647411852963,1.0,0.987384356602187,0.012615643397812959,0.8078602620087341,0.7775441547518909,0.030316107256843194,0.9117606108650428
nonconstrained,8643,Oriental Furniture MA 02038 (Franklin),Casegoods,MA,BROCKTON,2485,229,0.09215291750503019,0.9563318777292575,0.9817017383348569,-0.025369860605599315,0.9082969432314403,0.9336688014638614,-0.025371858232421163,0.9100169484726524
nonconstrained,48040,VHC Brands MO,Soft Home,MO,SPRINGFIELD,4018,228,0.05674464907914385,0.9956140350877191,0.9614457831325302,0.03416825195518891,0.8114035087719298,0.8147255689424354,-0.003322060170505625,0.8425368779425119
nonconstrained,91020,Well Woven PA 18042,Rugs,PA,LEHIGH VALLEY LOCAL,2937,228,0.07763023493360573,0.9473684210526317,0.8847305389221559,0.06263788213047583,0.8289473684210527,0.8285928143712578,0.00035455404979489735,0.9200365657634969
nonconstrained,35555,Whitmor MS,Storage & Org - Frequency,MS,OLIVE BRANCH LOCAL,1539,227,0.147498375568551,0.9955947136563879,0.9192156862745089,0.07637902738187896,0.9295154185022027,0.8847058823529403,0.04480953614926231,0.9098645275042563
nonconstrained,5206,Kassatex Fine Linens,Soft Home,FL,MIAMI,1720,225,0.1308139534883721,0.9022222222222223,0.9258750857927245,-0.023652863570502225,0.8755555555555552,0.8002745367192854,0.07528101883626981,0.9365700273350829
nonconstrained,248969,Cheer Collection NJ,Soft Home,NJ,WOODBRIDGE LOCAL,2285,225,0.09846827133479212,1.0,0.9965277777777766,0.003472222222223431,0.8977777777777778,0.9365079365079362,-0.03873015873015839,0.9165005743106877
nonconstrained,448781,One Up Innovations GA 30360,Upholstery,GA,NORCROSS,1751,224,0.12792689891490577,0.8125000000000003,0.7553191489361702,0.057180851063830085,0.732142857142857,0.646941489361703,0.08520136778115395,0.9198670268184245
nonconstrained,248926,NJ.,APS Bedroom,NJ,ROBBINSVILLE,4376,224,0.051188299817184646,0.7366071428571432,0.9401167216442542,-0.20350957878711096,0.866071428571428,0.944684090332403,-0.07861266176097492,0.8050391966897525
nonconstrained,27436,Steve Silver Company TX,Casegoods,TX,MESQUITE,2267,224,0.09880899867666519,0.4687499999999999,0.8748738647830469,-0.40612386478304696,0.776785714285714,0.8340060544904124,-0.05722034020469846,0.9127723494432993
nonconstrained,25252,EVIDECO,Storage & Org - Frequency,FL,HIALEAH GARDENS,1905,224,0.11758530183727034,0.9955357142857139,0.9616788321167885,0.03385688216892535,0.8705357142857134,0.8783454987834548,-0.00780978449774139,0.9289602304172477
nonconstrained,429873,"Zhengzhou Bevi Import  Export Trading Co., Ltd. PA 19030",APS Bedroom,PA,PHILADELPHIA,2254,223,0.09893522626441881,1.0,0.9753151260504197,0.0246848739495803,0.923766816143497,0.8986344537815132,0.025132362361983795,0.9069033780758915
nonconstrained,123504,"Aurora Trading Group, Inc. NY",Soft Home,NY,LINDEN,2213,222,0.10031631269769543,0.9909909909909905,0.9731266149870803,0.01786437600391022,0.8333333333333333,0.8242894056847554,0.009043927648577865,0.9220800399029233
nonconstrained,44830,Blue Wave Products IL 60510,Recreation,IL,CAROL STREAM,1934,221,0.11427094105480869,0.9954751131221721,0.8927922471229556,0.1026828659992165,0.8959276018099543,0.8110236220472441,0.08490397976271025,0.9008053070388047
nonconstrained,23650,Jeffan TN,Casegoods,TN,CHATTANOOGA,3053,220,0.07206026858827383,0.9636363636363636,0.9842744817726946,-0.020638118136330985,0.909090909090909,0.9010007147962825,0.00809019429462643,0.8950028835453725
nonconstrained,350656,Costway IL 60446 (2),APS Outdoor,IL,SOUTH CHICAGO,4921,218,0.044299939036781144,0.9633027522935782,0.8669807088380437,0.09632204345553452,0.9495412844036699,0.8887393449977564,0.0608019394059135,0.8615364471955503
nonconstrained,227590,Fourth Zodiac Inc NC 27249,APS Rugs,NC,ELON,2964,217,0.07321187584345479,0.9631336405529959,0.9892273402674585,-0.026093699714462626,0.8663594470046081,0.88484398216939,-0.01848453516478188,0.8550833198289879
nonconstrained,297045,Annie Selke CA 92506,PG Rugs,CA,TRACY LOCAL,1394,216,0.15494978479196556,0.9861111111111112,0.9787422497785652,0.007368861332545995,0.8981481481481479,0.9273693534100975,-0.0292212052619496,0.9412906291775062
nonconstrained,25306,International Home Miami FL,Outdoor Furniture,FL,MIAMI,1297,214,0.16499614494988435,1.0,0.9941002949852495,0.005899705014750456,0.9345794392523366,0.8475909537856444,0.08698848546669213,0.9213269213931149
nonconstrained,340017,House of Rohl NV 89165,PG Home Improvement,NV,NORTH LAS VEGAS RSF,1273,214,0.1681068342498036,0.9485981308411215,0.8448780487804876,0.10372008206063399,0.9813084112149532,0.8897560975609764,0.09155231365397676,0.9510838699776011
nonconstrained,17068,LifestyleGroupDistribution NY 12919,Rugs,NY,PLATTSBURGH,1655,214,0.12930513595166163,0.9766355140186915,0.958923512747875,0.017712001270816513,0.9392523364485984,0.9334277620396596,0.0058245744089387985,0.9284419085554451
nonconstrained,290921,ningboyaolindianzishangwuyouxiangongsi GA 30519,Wayfair,GA,BRASELTON,1304,214,0.16411042944785276,1.0,0.9935691318327974,0.006430868167202619,0.7196261682242989,0.8360128617363337,-0.11638669351203479,0.8514315376968901
nonconstrained,19463,"Conair, Inc AZ 85307",Kitchen & Small Electrics,AZ,PHOENIX LOCAL,1706,211,0.12368112543962485,0.8720379146919434,0.7724039829302992,0.09963393176164415,0.9052132701421796,0.8549075391180643,0.050305731024115286,0.9213902903656034
nonconstrained,319525,Obeetee Inc GA 30701,Rugs,GA,EAST CHATTANOOGA,1836,211,0.11492374727668846,0.933649289099526,0.7754846779237025,0.1581646111758236,0.909952606635071,0.8342714196372731,0.07568118699779791,0.896715716795148
nonconstrained,494412,ComfyDown NY 12553,Soft Home,NY,NEWBURGH,2182,211,0.09670027497708525,0.9857819905213268,0.9812987012987013,0.0044832892226254195,0.9620853080568719,0.9407792207792205,0.021306087277651375,0.9173009328701449
nonconstrained,402027,Karat Home Inc (14 Karat) TX  77469,APS Upholstery,TX,SUGAR LAND,2266,210,0.09267431597528684,0.9952380952380953,0.9738461538461538,0.02139194139194145,0.9190476190476189,0.8820512820512824,0.03699633699633653,0.9082135808804642
nonconstrained,67894,TwinXLcom MN,Soft Home,MN,ST. PAUL LOCAL,4878,210,0.04305043050430504,0.985714285714286,0.9903079905233668,-0.004593704809080834,0.9095238095238092,0.9067413310359705,0.0027824784878386355,0.936372125271639
nonconstrained,347970,Fabdivine LLC IL 60611 (2),Soft Home,IL,CHICAGO LOOP,1870,210,0.11229946524064172,1.0,0.9632164242942687,0.03678357570573132,0.995238095238095,0.9289991445680063,0.06623895067008878,0.9109578012922166
nonconstrained,49765,Certified International CA,Tabletop,CA,BURBANK,2693,210,0.077979948013368,0.8952380952380955,0.9499999999999981,-0.05476190476190257,0.804761904761905,0.9117886178861798,-0.10702671312427481,0.9529048715285042
nonconstrained,36512,Portmeirion Group USA CT,Tabletop,CT,STRATFORD,2666,209,0.07839459864966242,0.9760765550239235,0.868770764119602,0.10730579090432157,0.9425837320574161,0.8459302325581392,0.09665349949927693,0.8904377079210867
nonconstrained,112691,Sign Leader Incorporation PA 19114,APS Youth,PA,PHILADELPHIA,2650,209,0.07886792452830188,0.9234449760765548,0.865914221218961,0.05753075485759385,0.9569377990430616,0.9467268623024824,0.010210936740579268,0.9034380038280955
nonconstrained,137008,shanghaichenkungongyipinyouxiangongsi NJ 08060,APS Youth,NJ,ROBBINSVILLE,2790,208,0.07455197132616488,0.5721153846153845,0.8301189987689771,-0.25800361415359263,0.8509615384615382,0.8420188756668023,0.008942662794735878,0.7859155046468039
nonconstrained,356444,Karat Home Inc (14 Karat) NJ 08691,APS Upholstery,NJ,ROBBINSVILLE,2029,207,0.10202069985214392,0.9613526570048313,0.9114285714285711,0.04992408557626016,0.859903381642512,0.8954285714285714,-0.03552518978605934,0.9003228305251649
nonconstrained,362101,Zodax CA 91402,Decor,CA,BURBANK,1632,205,0.1256127450980392,1.0,0.9822820694542873,0.01771793054571269,0.921951219512195,0.9192062367115527,0.0027449828006423926,0.9495646554672817
nonconstrained,272293,AMEZIEL INC AW-TX 77489,APS AEOF,TX,SUGAR LAND,3018,204,0.06759443339960239,0.877450980392157,0.9241891363813993,-0.04673815598924236,0.7745098039215687,0.9112934740132862,-0.13678367009171755,0.8960319031446327
nonconstrained,282751,Natus Sports & Recreation Inc WA 98421,Recreation,WA,TACOMA,697,204,0.2926829268292683,1.0,0.8992805755395683,0.1007194244604317,0.9852941176470588,0.8848920863309346,0.10040203131612413,0.9609106264432086
nonconstrained,100752,Jofran SC 29483,Casegoods,SC,CHARLESTON,1723,204,0.118398142774231,0.8480392156862746,0.8195187165775402,0.028520499108734443,0.8382352941176471,0.7881016042780749,0.050133689839572226,0.9140215738265485
nonconstrained,218125,Eurostyle GA 30519 (WBU),Casegoods,GA,BRASELTON,1641,203,0.12370505789152955,0.9605911330049262,0.9527559055118099,0.00783522749311627,0.9113300492610839,0.8826055833929848,0.02872446586809907,0.9173241659730731
nonconstrained,198910,ClosetMaid NV 89502,Storage & Org - Frequency,NV,RENO,1848,203,0.10984848484848485,0.8620689655172414,0.8995605775266792,-0.037491612009437736,0.812807881773399,0.8380414312617702,-0.0252335494883712,0.8993917183136532
nonconstrained,231630,RC eCommerce LLC TX 75074,Wayfair,TX,MESQUITE,1743,203,0.11646586345381527,0.7438423645320196,0.5134048257372655,0.23043753879475404,0.8029556650246302,0.7084450402144763,0.09451062481015393,0.9144137155316627
nonconstrained,254858,Tocco Leggero Inc NJ 08833,Soft Home,NJ,WOODBRIDGE LOCAL,2015,202,0.10024813895781638,0.930693069306931,0.8451688009313151,0.08552426837561589,0.8217821782178223,0.7724097788125719,0.0493723994052504,0.9105843078513474
nonconstrained,313349,Chardin LLC TX 75401 - Delta Logistics,WGS India,TX,MESQUITE,1833,202,0.11020185488270595,1.0,0.9898218829516523,0.010178117048347701,0.8168316831683166,0.8358778625954193,-0.01904617942710274,0.9107663922507389
nonconstrained,24366,Skyline Furniture IL,Casegoods,IL,MUNSTER,5133,202,0.03935320475355543,0.9306930693069306,0.5729674796747984,0.3577255896321322,0.8316831683168322,0.44817073170731675,0.38351243660951545,0.9178699565429693
nonconstrained,289406,Soluwa LLC PA 18015,APS Outdoor,PA,LEHIGH VALLEY LOCAL,4503,202,0.044858982900288696,0.8861386138613859,0.8148236415633935,0.07131497229799244,0.8415841584158417,0.870114394661582,-0.02853023624574036,0.866261228955613
nonconstrained,443439,Hangzhou Daigaole E-commerce co. LTD IL 60191,APS Home Improvement,IL,CAROL STREAM,2231,202,0.09054235768713581,0.985148514851485,0.8919346336320495,0.09321388121943552,0.7475247524752475,0.7865050079072198,-0.038980255431972255,0.8743847130331993
nonconstrained,61457,Top Notch Distributors MO 63301,Hardware,MO,NORTH ST.LOUIS,3798,201,0.05292259083728278,0.975124378109453,0.9550309162450814,0.020093461864371553,0.9104477611940297,0.884766722878021,0.025681038316008653,0.8733725083260822
nonconstrained,26886,Vaxcel IL,Lighting,IL,CAROL STREAM,2628,200,0.076103500761035,0.9149999999999997,0.9606099110546372,-0.04560991105463752,0.9049999999999998,0.9186785260482839,-0.013678526048284123,0.9122514605787588
nonconstrained,452417,EFKS01,APS AEOF,KS,OLATHE,4168,200,0.04798464491362764,0.7800000000000001,0.945277777777778,-0.16527777777777786,0.7350000000000001,0.8675000000000007,-0.13250000000000062,0.9038956758608826
nonconstrained,39257,IICART INC.,APS Decor,CA,HAYWARD,1549,200,0.1291155584247902,0.9949999999999997,0.993135011441648,0.00186498855835171,0.9099999999999998,0.8970251716247143,0.012974828375285519,0.9391164891471131
nonconstrained,21351,Dicksons Inc,Decor,IN,GREENWOOD LOCAL,1517,200,0.13183915622940012,0.9400000000000002,0.9321372854914188,0.007862714508581337,0.9200000000000002,0.9149765990639616,0.005023400936038591,0.8854030291935534
