supplier_id,su_name,sto,is_cushioned,vol,vol_det,vol_direct,vol_local,direct_share,ifr,delivery_rel,det_on_time,det_hits_minus_1,ifr_direct,ifr_local,del_direct,det_on_time_direct,det_m1_direct,cushion,ifr_vs_del_pp,ifr_vs_det_pp,big_gap
497086,Guangzhou Huguangkeji Youxiangongsi CA 91761,APS Home Improvement,1,57.0,55.0,0.0,57.0,0.0,0.8070175438596493,0.7543859649122805,0.9649122807017543,0.7894736842105263,,0.8070175438596493,,,,1.0,5.263157894736881,-15.789473684210497,False
244387,Jetly Prey Outdoor Inc TX 75050,Upholstery,1,57.0,53.0,0.0,55.0,0.0,0.14035087719298253,0.7543859649122806,0.47238421955403076,0.13996569468267583,,0.14545454545454553,,,,1.0,-61.40350877192981,-33.20333423610482,True
332700,   WPPA2,APS,1,57.0,57.0,3.0,46.0,0.05263157894736842,0.9649122807017544,0.9122807017543858,0.7894736842105262,0.6140350877192983,1.0,0.9565217391304348,1.0,1.0,1.0,1.0,5.2631578947368585,17.543859649122815,False
103020,NEWNICE DESIGN LLC NJ 08505,APS,1,57.0,57.0,1.0,54.0,0.017543859649122806,0.8596491228070178,0.894736842105263,0.7017543859649122,0.5263157894736842,1.0,0.8518518518518521,1.0,1.0,1.0,1.0,-3.508771929824528,15.789473684210552,False
318233,Shenzhen shi jingchuang feilu keji youxi NJ 07064,APS Youth,1,57.0,56.0,11.0,36.0,0.19298245614035087,0.9122807017543858,0.6666666666666666,0.5471230158730159,0.38938492063492064,0.9090909090909091,0.9166666666666665,0.8181818181818182,0.8181818181818182,0.7272727272727272,1.0,24.561403508771917,36.515768588136986,False
485033,United Solutions MA 01510,Storage & Org - Frequency,1,57.0,50.0,0.0,57.0,0.0,0.31578947368421056,0.5614035087719297,0.7894736842105264,0.5438596491228069,,0.31578947368421056,,,,3.0,-24.56140350877191,-47.36842105263159,True
374784,GLERUS LTD CA 91762 (2),Casegoods,1,57.0,57.0,0.0,57.0,0.0,0.8947368421052632,0.9298245614035088,0.9122807017543858,0.7017543859649122,,0.8947368421052632,,,,1.0,-3.508771929824561,-1.754385964912264,False
185652,CAN_Pajinteriors (2616209 Ontario Inc.) NY 14132,CA Casegoods,1,57.0,50.0,0.0,57.0,0.0,0.7543859649122806,0.6842105263157895,0.7894736842105263,0.7894736842105263,,0.7543859649122806,,,,2.0,7.017543859649111,-3.5087719298245723,False
408085,"Suzhou Chaojijia Internet Technology Co., Ltd. CA 92337-7703",APS AEOF,1,57.0,54.0,0.0,57.0,0.0,0.5614035087719299,0.7543859649122806,0.7894736842105264,0.5087719298245613,,0.5614035087719299,,,,1.0,-19.29824561403507,-22.807017543859654,True
468556,CAN_Zhejiang Linya Co. ON L9E 2J3,APS Home Improvement,1,56.0,56.0,0.0,56.0,0.0,1.0,1.0,1.0,1.0,,1.0,,,,5.0,0.0,0.0,False
46926,Lifetime Products TN 37806,Outdoor Structures,1,56.0,55.0,0.0,56.0,0.0,0.7678571428571429,0.8214285714285714,0.9107142857142857,0.75,,0.7678571428571429,,,,2.0,-5.357142857142849,-14.28571428571428,False
18658,Home Trends Design Ltd.,PG Casegoods,1,56.0,54.0,0.0,56.0,0.0,0.9285714285714286,0.9464285714285712,0.875,0.7499999999999999,,0.9285714285714286,,,,3.0,-1.7857142857142572,5.35714285714286,False
277532,shandongruoruoshizhenggongchengyouxian NJ 08016,APS Home Improvement,1,56.0,56.0,0.0,56.0,0.0,0.982142857142857,0.9464285714285714,0.9642857142857142,0.9285714285714283,,0.982142857142857,,,,1.0,3.5714285714285587,1.7857142857142794,False
475452,SUNRISE UMBRELLA INC- LECANGS LLC,Outdoor Structures,1,56.0,56.0,0.0,55.0,0.0,0.37499999999999994,0.8928571428571426,0.8035714285714286,0.5892857142857142,,0.3818181818181818,,,,1.0,-51.785714285714256,-42.85714285714287,True
412244,SOARFLASH LLC CA 91761,APS K&D,1,56.0,55.0,2.0,52.0,0.03571428571428571,1.0,0.7321428571428571,0.9465034965034963,0.9286713286713287,1.0,1.0,0.5,1.0,1.0,2.0,26.785714285714292,5.34965034965037,False
355343,Shenzhenshiliyuguojimaoyiyouxianzeren CA 91761(2),APS Bedroom,1,56.0,54.0,1.0,53.0,0.017857142857142856,0.642857142857143,0.7857142857142856,0.7683438155136265,0.518867924528302,1.0,0.6226415094339623,1.0,1.0,1.0,1.0,-14.285714285714256,-12.54866726564835,True
269820,"FlySoar Trade Co., Ltd NJ 08016",APS,1,56.0,55.0,8.0,44.0,0.14285714285714285,0.6249999999999998,0.6964285714285714,0.7855371900826448,0.5177685950413222,0.5,0.6136363636363634,0.5,0.75,0.375,1.0,-7.142857142857162,-16.0537190082645,False
365328,hemazhinengjiaju(anji)youxiangongsi GA 31308,APS K&D,1,56.0,53.0,0.0,55.0,0.0,0.8035714285714285,0.982142857142857,0.8751286449399656,0.6075471698113208,,0.7999999999999998,,,,1.0,-17.85714285714285,-7.155721636853707,True
355183,JLNJ03,APS Housewares & More,1,56.0,55.0,0.0,56.0,0.0,0.7142857142857141,0.8214285714285714,0.7499999999999998,0.625,,0.7142857142857141,,,,1.0,-10.714285714285731,-3.57142857142857,True
458043,Twin Star Home OH 43207,Casegoods,1,56.0,56.0,0.0,56.0,0.0,1.0,0.9107142857142857,0.9464285714285714,0.7499999999999999,,1.0,,,,1.0,8.92857142857143,5.35714285714286,False
413846,Chengdu Yaotong Wangluo Keji Youxian Gongsi GA 31326,APS Housewares & More,1,56.0,55.0,3.0,50.0,0.05357142857142857,0.75,0.8035714285714285,0.8385454545454544,0.6599999999999998,0.3333333333333333,0.78,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,-5.357142857142849,-8.854545454545438,False
58146,Celeste Designs FL 34982,Hardware,1,56.0,56.0,2.0,54.0,0.03571428571428571,0.12500000000000003,0.3571428571428572,0.32142857142857145,0.2678571428571429,0.5,0.11111111111111113,1.0,1.0,1.0,3.0,-23.21428571428572,-19.642857142857142,True
233336,RJS Houston - Rig,APS Youth,1,56.0,55.0,1.0,55.0,0.017857142857142856,0.5892857142857144,0.8035714285714286,0.8750413223140492,0.5180165289256198,1.0,0.5818181818181819,1.0,1.0,1.0,1.0,-21.42857142857142,-28.57556080283348,True
313259,AM-CA,APS,1,56.0,56.0,30.0,16.0,0.5357142857142857,0.30357142857142855,0.6964285714285714,0.5535714285714286,0.375,0.3,0.25000000000000006,0.6333333333333333,0.6,0.46666666666666673,1.0,-39.285714285714285,-25.000000000000007,True
571,Mele Jewelry Box Corporation,Decor,1,56.0,56.0,2.0,54.0,0.03571428571428571,0.4999999999999999,0.7857142857142855,0.7500000000000001,0.5178571428571427,0.0,0.5185185185185184,1.0,1.0,0.5,1.0,-28.57142857142856,-25.00000000000002,True
91833,Kalamera Inc. CA 91702,APS,1,56.0,55.0,1.0,53.0,0.017857142857142856,0.7857142857142857,0.8035714285714285,0.7502572898799312,0.571869639794168,1.0,0.7735849056603774,1.0,1.0,1.0,1.0,-1.7857142857142794,3.5456995834354466,False
326512,"VISION VORTEX CO.,LTD TX 77494",APS Outdoor,1,56.0,55.0,7.0,41.0,0.125,0.857142857142857,0.875,0.9104212860310422,0.7853658536585366,1.0,0.8536585365853657,0.5714285714285714,0.7142857142857143,0.5714285714285714,1.0,-1.7857142857143016,-5.327842888818523,False
230520,John Richard-WH Level,PG Casegoods,1,56.0,51.0,0.0,56.0,0.0,0.7142857142857144,0.7321428571428571,0.7142857142857144,0.7142857142857144,,0.7142857142857144,,,,2.0,-1.7857142857142683,0.0,False
316968,Etan Pet Supplies Inc. NJ 08512,APS,1,56.0,56.0,0.0,56.0,0.0,0.8928571428571429,0.9107142857142858,0.9464285714285715,0.7142857142857143,,0.8928571428571429,,,,1.0,-1.7857142857142905,-5.35714285714286,False
